NAME	TITLE	SCORE	
CCNC	na	0.22260103	
PSMA6	na	0.22253421	
DPY19L4	na	0.2224506	
FLRT2	na	0.22235909	
PSMD9	na	0.22230203	
CXCL10	na	0.22217187	
C6orf162	na	0.22140902	
CCNG1	na	0.22139958	
DEK	na	0.22086965	
SFRP4	na	0.22086231	
POU2AF1	na	0.22067	
CSE1L	na	0.22050746	
ASNS	na	0.22021751	
LPHN2	na	0.22021273	
DOK1	na	0.22012888	
IKBKE	na	0.22010215	
ANXA2	na	0.2198301	
CD59	na	0.21965508	
PMPCA	na	0.21952039	
DPP4	na	0.21950224	
CEP57	na	0.21934906	
FCGR3A	na	0.21893835	
MEP1A	na	0.21890712	
CDH2	na	0.21889786	
ACAT1	na	0.21873523	
MED21	na	0.21873254	
CAND1	na	0.21856336	
SEC61G	na	0.21826647	
LMO3	na	0.21815084	
ARL1	na	0.2179905	
KCNH2	na	0.21773922	
SYNCRIP	na	0.21765798	
IMP4	na	0.21704559	
IDH2	na	0.21690463	
TLR2	na	0.21662839	
EED	na	0.216589	
PRKRA	na	0.21658362	
USP7	na	0.2162217	
S100A7	na	0.21578142	
H2AFY	na	0.21566284	
KIAA0895	na	0.21564522	
LILRA3	na	0.21531473	
EIF4E2	na	0.21469975	
TSPYL5	na	0.21379513	
ARPP19	na	0.21283405	
GCH1	na	0.21256402	
NUPR1	na	0.2122363	
ATP9A	na	0.21194418	
PDZD2	na	0.21172857	
ZNF92	na	0.21156158	
NDUFS1	na	0.21141335	
ODC1	na	0.21116969	
SH2D2A	na	0.21096423	
NR2F6	na	0.21063003	
ADAM17	na	0.21060184	
NCBP1	na	0.2104536	
INPP5B	na	0.21022217	
MTX2	na	0.20959821	
SRSF3	na	0.20941938	
LRP8	na	0.20931682	
RGS16	na	0.2091052	
TUBB4	na	0.20904359	
PCCB	na	0.20893167	
RFC2	na	0.20885934	
NELL2	na	0.20868424	
TRAF1	na	0.20847355	
PTX3	na	0.20823959	
SV2A	na	0.20803963	
DLD	na	0.20778796	
RAB30	na	0.20771927	
KIAA1009	na	0.20771377	
SLC30A4	na	0.20757689	
AK2	na	0.20743696	
BCHE	na	0.20646933	
RCOR1	na	0.20646785	
PDHX	na	0.20645499	
CDC27	na	0.20597474	
NDUFB3	na	0.20578212	
CRYM	na	0.20566328	
SLC31A2	na	0.20554678	
GYS2	na	0.20548835	
UTY	na	0.20505638	
CDC42BPA	na	0.20480783	
EIF4A3	na	0.20479076	
LSAMP	na	0.20428	
DUSP14	na	0.20363769	
ALOX15	na	0.20344017	
CEACAM1	na	0.20338714	
TGM5	na	0.20296845	
KRT14	na	0.20291342	
CILP	na	0.20272015	
SLC30A9	na	0.20248838	
KIAA0649	na	0.20243624	
RAB4A	na	0.20207702	
GSTP1	na	0.20202766	
CTSH	na	0.20201191	
SLC12A3	na	0.20159234	
RAD21	na	0.20148487	
CAV3	na	0.2009344	
SLC25A5	na	0.20059651	
PAX1	na	0.2003418	
AGFG1	na	0.20008072	
RYR2	na	0.20005599	
EPHB1	na	0.19993861	
FOXA1	na	0.19988686	
SNRPC	na	0.19978553	
GABPA	na	0.19951215	
YKT6	na	0.19941059	
B4GALT4	na	0.19923213	
TIMP3	na	0.19906305	
TXNRD1	na	0.19868025	
GPR171	na	0.1985501	
LBR	na	0.19843154	
C10orf137	na	0.19822642	
TFAP2B	na	0.19811639	
UFD1L	na	0.19792329	
RPP30	na	0.19772336	
STAG1	na	0.19760393	
RIN2	na	0.19752817	
TIMM44	na	0.19746272	
PRKDC	na	0.19729283	
HEG1	na	0.19718874	
SNRPD3	na	0.1971153	
NOVA1	na	0.1970475	
SETD4	na	0.19697642	
ODZ1	na	0.19668514	
PAICS	na	0.19615752	
OGG1	na	0.19604677	
SEC31B	na	0.19591069	
NECAB2	na	0.19556405	
ORC5	na	0.1955479	
KIF20B	na	0.19453132	
GEM	na	0.19450384	
DEFA1	na	0.1944876	
ALDH4A1	na	0.19439863	
MLF1	na	0.19402683	
YWHAE	na	0.19395755	
DGKZ	na	0.19355641	
CNP	na	0.19342257	
CSF2RB	na	0.19326068	
SNRPA1	na	0.1929747	
MFAP4	na	0.19291668	
TOPBP1	na	0.19257724	
NDUFB6	na	0.19247317	
SORL1	na	0.19229366	
HDDC2	na	0.19180712	
PPP2CA	na	0.1915592	
FANCG	na	0.19141334	
TARP	na	0.19127727	
ZNF167	na	0.19103841	
OSBPL3	na	0.19103059	
TM4SF1	na	0.19066268	
HIST1H2AH	na	0.19049926	
CRHBP	na	0.1904586	
PDCD2	na	0.19023879	
OSGIN2	na	0.19012687	
CAV2	na	0.19000562	
NFATC4	na	0.18979909	
GTF2E2	na	0.1897712	
TAF12	na	0.18976174	
NUDT1	na	0.18964605	
OLFM1	na	0.18959242	
KDM3A	na	0.189492	
TRAM2	na	0.18934667	
RPS4Y1	na	0.18916407	
PRKD3	na	0.18907857	
TOB1	na	0.18906873	
SPTA1	na	0.18906538	
PCMT1	na	0.1888835	
MPST	na	0.18852696	
ALMS1	na	0.18800229	
CDK7	na	0.18795504	
UBFD1	na	0.18778975	
BUB3	na	0.18775612	
XK	na	0.187446	
DHRS3	na	0.18700618	
TOP3B	na	0.18661125	
MAGOH	na	0.18638152	
C14orf2	na	0.18621509	
GPX3	na	0.18530504	
NDUFV2	na	0.18524814	
PSMA4	na	0.18516606	
BCL10	na	0.18486072	
INHBB	na	0.18479227	
NOL4	na	0.18467797	
CNIH	na	0.18461986	
SOD1	na	0.18455422	
CHPF	na	0.18451075	
ANGEL2	na	0.18428841	
CD226	na	0.18421362	
PIAS3	na	0.18411243	
GK	na	0.18408898	
CRADD	na	0.1836531	
SMC3	na	0.18364608	
ETFA	na	0.18360785	
FYB	na	0.18313082	
TNFRSF11B	na	0.18302758	
NDUFA2	na	0.18255676	
MCM5	na	0.18255375	
YIPF1	na	0.1823203	
SFPQ	na	0.18223901	
MTUS2	na	0.18202153	
IL33	na	0.18176132	
FZD6	na	0.18165946	
RBMX	na	0.1815996	
DSG2	na	0.18139172	
RANBP9	na	0.18133798	
SEC61B	na	0.18117741	
PSMB2	na	0.18102992	
PLXND1	na	0.18092737	
BFSP2	na	0.18092257	
HOXA10	na	0.18062557	
MTFR1	na	0.18044342	
HOXC4	na	0.18006015	
VDAC1	na	0.1798669	
AIMP2	na	0.17962638	
MAGED1	na	0.17952666	
CFH	na	0.17929544	
PROM1	na	0.17900597	
ZNF76	na	0.17896111	
DDX39A	na	0.17881942	
PRF1	na	0.17871968	
BAD	na	0.17867047	
PTPN11	na	0.17846142	
ABHD5	na	0.17836553	
PSMD1	na	0.17792092	
AKR7A2	na	0.177823	
FXR2	na	0.1776645	
DYRK1A	na	0.17758943	
ATOX1	na	0.17756753	
ARPC1A	na	0.17750022	
ATP5C1	na	0.17730477	
PHLDA2	na	0.17666425	
SRGN	na	0.17663032	
VPS13A	na	0.17660648	
INPP5A	na	0.17652936	
VCAN	na	0.17641644	
BARD1	na	0.17634587	
ABR	na	0.17632781	
PTK2	na	0.17609738	
ZFHX3	na	0.17603679	
RTCD1	na	0.17591162	
PLIN3	na	0.17581967	
IL13RA2	na	0.17571905	
NDUFA7	na	0.175645	
AIM1	na	0.17529862	
RAB2A	na	0.17525133	
ATP5J	na	0.17512302	
GART	na	0.17511195	
ALDH1A3	na	0.17496729	
VDAC2	na	0.17487228	
NEK4	na	0.1744811	
FARS2	na	0.17440358	
KNTC1	na	0.17436907	
RAP1B	na	0.17419189	
SLIT1	na	0.17416818	
CBX5	na	0.17397389	
PHF14	na	0.1738895	
C11orf51	na	0.17372705	
MMD	na	0.1735289	
HERC4	na	0.17317878	
ATP1B3	na	0.17312075	
DCTN6	na	0.17289785	
ERH	na	0.17265424	
COL15A1	na	0.17264442	
MAP2K1	na	0.1726185	
GLRB	na	0.17256837	
ARL6IP1	na	0.17255424	
ZFYVE9	na	0.17242461	
HIBCH	na	0.17232616	
CFTR	na	0.17230003	
HMGN1	na	0.17224313	
CDK13	na	0.17219701	
PHGDH	na	0.17204835	
USP34	na	0.17172386	
NNT	na	0.17143558	
GABARAPL1	na	0.17134482	
MTRR	na	0.1712426	
LDHB	na	0.17103237	
SDHB	na	0.17091274	
MYO5A	na	0.17068358	
TCF3	na	0.17044656	
FMO1	na	0.17025729	
CDC5L	na	0.16998348	
EPN2	na	0.16996756	
ILK	na	0.16994105	
GRLF1	na	0.16988854	
NME1	na	0.16943242	
SLC7A5	na	0.16937995	
ABHD3	na	0.16937397	
ATP5A1	na	0.16936311	
ZNF254	na	0.16900158	
ACPP	na	0.16874754	
RUVBL2	na	0.16843641	
RP2	na	0.16835001	
MTCP1NB	na	0.16820793	
COPS2	na	0.16816919	
FERMT2	na	0.16782582	
CEBPG	na	0.1677883	
RALBP1	na	0.16762212	
RNASE1	na	0.1675526	
LEPROT	na	0.1675178	
MCCC2	na	0.16747688	
ERC1	na	0.16740823	
NUP155	na	0.16714282	
PTPN18	na	0.16699757	
PON2	na	0.166982	
SLC35D1	na	0.16694961	
PDXK	na	0.16689412	
ARL2BP	na	0.16687521	
CCDC6	na	0.16656461	
GYG2	na	0.16655618	
KIAA1107	na	0.16652338	
ENOSF1	na	0.16643238	
KRT15	na	0.16583426	
HDGF	na	0.1658279	
PMM1	na	0.16554049	
PIN1	na	0.16548747	
UBE2L3	na	0.16536587	
RAD23B	na	0.16519606	
NNAT	na	0.1650756	
KIF1C	na	0.16488522	
GNL1	na	0.16461352	
OXCT1	na	0.16459908	
DYNC1H1	na	0.16451937	
PIM1	na	0.16447206	
UBE2E1	na	0.16427371	
TCF7L2	na	0.16386232	
SNRPF	na	0.16384026	
POU3F2	na	0.16371423	
FSCN1	na	0.16356628	
TNC	na	0.16340438	
SUCLA2	na	0.16337988	
ANP32B	na	0.16314155	
FLNB	na	0.16262235	
SIP1	na	0.16251107	
PPIH	na	0.16239326	
CYP26A1	na	0.16227962	
TRAPPC10	na	0.16216475	
ATP8A1	na	0.1620923	
GOT1	na	0.16170146	
NECAB3	na	0.16158356	
CYB5R3	na	0.1615062	
GPR125	na	0.1613025	
CCNH	na	0.16110744	
BAG2	na	0.16109051	
NDUFB5	na	0.1609083	
TDG	na	0.16080524	
CBX3	na	0.16066368	
RNGTT	na	0.16065523	
NEDD4	na	0.16033727	
PDE4A	na	0.1601704	
CCT8	na	0.16008581	
CD58	na	0.15999778	
KCTD7	na	0.15998176	
HDAC9	na	0.15983202	
DCP2	na	0.15978988	
SUPT4H1	na	0.15954183	
PEX14	na	0.15864187	
IGFBP3	na	0.15853673	
TGFBR1	na	0.15851413	
TXNL4A	na	0.158438	
CARM1	na	0.15835066	
UQCRFS1	na	0.15830687	
KLHDC3	na	0.15818512	
MPPED2	na	0.15796204	
TPI1	na	0.15783589	
RAG2	na	0.15773866	
EFR3B	na	0.15772809	
BRD8	na	0.15771918	
PPP2R5C	na	0.15751049	
DNAJB2	na	0.15740651	
FUT3	na	0.15740088	
C10orf28	na	0.15735911	
GRB10	na	0.15732525	
TBC1D22A	na	0.15728503	
PPL	na	0.15724468	
POLR2D	na	0.15703748	
NAMPT	na	0.1568006	
COX7A2	na	0.15634969	
KLHL4	na	0.15619081	
MRPL33	na	0.15614723	
CCL19	na	0.15604647	
TBC1D1	na	0.15595242	
ANO3	na	0.15560575	
WAPAL	na	0.15529686	
MTIF2	na	0.15507336	
ATP6V1C1	na	0.15496255	
COCH	na	0.1546957	
COX6C	na	0.15456408	
PRKAR2A	na	0.15455483	
THBS2	na	0.15440474	
LYPLA1	na	0.15420912	
ZNF207	na	0.15416184	
SLC31A1	na	0.1541174	
PPP3CC	na	0.15401249	
TDRD7	na	0.15400638	
IGBP1	na	0.15393005	
RAB9A	na	0.1538808	
STOML2	na	0.15384845	
ELAC2	na	0.153833	
PMP22	na	0.15362713	
PSMC3	na	0.15332511	
LSM3	na	0.15297493	
FLT3	na	0.15296632	
ZBTB43	na	0.15285826	
MYLK	na	0.15264075	
TMEM159	na	0.1525442	
SPI1	na	0.152541	
HIST2H4B	na	0.15240386	
HSPA4	na	0.15213883	
RNF10	na	0.15201381	
MFAP1	na	0.1519123	
TAF5	na	0.15185842	
NR2C2	na	0.15150337	
TBCA	na	0.15136242	
TXNDC9	na	0.15122312	
GJC1	na	0.15118036	
GTF2A2	na	0.15113883	
PPP4C	na	0.15108629	
POLD4	na	0.15105756	
WWOX	na	0.15101838	
PPM1H	na	0.15095468	
DDX17	na	0.1509041	
CCR2	na	0.15087476	
EWSR1	na	0.15014032	
ASS1	na	0.150126	
RABEP1	na	0.14999945	
C6orf105	na	0.14995785	
ZNF267	na	0.14993529	
IARS2	na	0.14984454	
ROD1	na	0.14973828	
GPR143	na	0.14967684	
FANCL	na	0.14967467	
DYNLL1	na	0.14955	
IREB2	na	0.14952043	
MED7	na	0.14933394	
SS18	na	0.14921004	
DLAT	na	0.14894253	
CCDC69	na	0.1486958	
SPHAR	na	0.14859864	
MSH5	na	0.14834233	
UQCRQ	na	0.14826678	
C14orf147	na	0.14822565	
LAMP3	na	0.14793843	
EEF1E1	na	0.14775723	
UBL4A	na	0.14775519	
NT5C2	na	0.14742684	
POLE	na	0.14738728	
TTLL3	na	0.14737229	
NNMT	na	0.14721586	
COPS3	na	0.14704202	
GFPT1	na	0.14686431	
TERF2IP	na	0.14679244	
OAT	na	0.14678891	
ESD	na	0.14666575	
USP13	na	0.14658473	
MYCBP	na	0.1463974	
ZNF549	na	0.14628077	
CD36	na	0.14592667	
CALM3	na	0.14587066	
TCFL5	na	0.1457882	
PDE6D	na	0.14567669	
DNAJB6	na	0.14566651	
CDV3	na	0.14553523	
MGMT	na	0.1452371	
TSPAN8	na	0.14519101	
CLPP	na	0.14463812	
DOPEY1	na	0.14459197	
NDUFV1	na	0.14453468	
PAWR	na	0.14442164	
NXT2	na	0.1442247	
NR3C1	na	0.14384724	
RALA	na	0.14369187	
RAN	na	0.14357731	
TAL1	na	0.14352793	
DUSP2	na	0.14316513	
RAC1	na	0.1431008	
DNAJC2	na	0.14280337	
MAPKAP1	na	0.14279474	
PSMA2	na	0.14270817	
MRE11A	na	0.14266975	
FDPS	na	0.1426028	
THOC2	na	0.14257514	
CDK17	na	0.14248334	
TXN2	na	0.14242378	
EIF2S2	na	0.14228733	
SNCB	na	0.14227173	
PFDN6	na	0.14204888	
PRKACG	na	0.14190699	
ATP5F1	na	0.14167975	
TAF9	na	0.14167587	
LAMA3	na	0.14156242	
RHOQ	na	0.1414986	
LAPTM4B	na	0.1413818	
RFTN1	na	0.1413602	
ETFB	na	0.14080325	
NDUFAB1	na	0.14078045	
UBE2A	na	0.14032188	
ALDH5A1	na	0.14010635	
HDAC1	na	0.13996252	
PPM1G	na	0.1399537	
HERPUD1	na	0.13984758	
SUZ12	na	0.13967723	
GCLM	na	0.13928841	
ALDH6A1	na	0.13919158	
PRTN3	na	0.13905565	
SSFA2	na	0.13905326	
SRSF9	na	0.13865621	
SRP54	na	0.13861726	
PSMD7	na	0.13836022	
GRAMD4	na	0.13825394	
TACC1	na	0.13795035	
EIF2B2	na	0.1377141	
PARP1	na	0.13769029	
AP3S2	na	0.1375178	
GMFB	na	0.13738021	
DDB2	na	0.13735539	
C1orf216	na	0.13720596	
RBM6	na	0.13708512	
LSM14A	na	0.13681597	
FGF9	na	0.13657825	
NDUFB8	na	0.13653119	
CAMK2B	na	0.1362389	
ABO	na	0.13617922	
CREM	na	0.13617538	
TLE4	na	0.13600467	
HNRNPU	na	0.1359892	
SPAG7	na	0.13587591	
POU4F1	na	0.1351761	
PHLPP1	na	0.13485	
RNASEH2A	na	0.13478313	
WISP2	na	0.13433248	
AUH	na	0.13425377	
SMARCB1	na	0.13424136	
ACOT8	na	0.13422433	
DR1	na	0.1340886	
SLC25A46	na	0.13372837	
POLR2L	na	0.13359353	
MPHOSPH6	na	0.13331822	
ANKRD40	na	0.13314937	
SGK1	na	0.1327802	
SIVA1	na	0.13277128	
DPYSL3	na	0.13273452	
CDKN1C	na	0.13268095	
LARP7	na	0.13261725	
COX7B	na	0.13259129	
LILRB2	na	0.13254808	
LSM6	na	0.13174222	
TRIP6	na	0.13145061	
CKB	na	0.13144346	
HNRNPC	na	0.13141164	
IFNG	na	0.13137351	
CDH18	na	0.1313461	
LYZ	na	0.13133532	
SNRPA	na	0.13132952	
C7orf44	na	0.1312169	
PSMB3	na	0.13107878	
ATP5J2	na	0.130965	
RARS	na	0.13095704	
RABIF	na	0.1308858	
PTPRS	na	0.13076669	
CTDSP2	na	0.13073955	
SMC1A	na	0.1306777	
AP2S1	na	0.13062242	
MAPK6	na	0.13043591	
BDH1	na	0.1304223	
PSMC1	na	0.1302297	
PAQR3	na	0.13015805	
TNKS	na	0.13010864	
SEPT11	na	0.1301039	
ASF1A	na	0.12965806	
PSMD6	na	0.1295566	
SUMO1	na	0.12947106	
PRSS53	na	0.12934218	
FKBP1A	na	0.12915775	
MBD4	na	0.1291562	
FNBP1	na	0.12906139	
ABCA8	na	0.12902148	
PGAM1	na	0.12900394	
HSD17B10	na	0.1287674	
NDUFA13	na	0.12869586	
NUTF2	na	0.12840973	
PDIA6	na	0.12826541	
NUPL2	na	0.1280881	
SPHK2	na	0.12804747	
CX3CL1	na	0.12790982	
PSMB7	na	0.12786397	
CSNK2A2	na	0.12777705	
CDK4	na	0.12772606	
CFP	na	0.12771402	
STRA13	na	0.1276892	
ATP6V1A	na	0.12762384	
STRAP	na	0.12736432	
UQCRH	na	0.12733884	
MLL	na	0.1271824	
TRIAP1	na	0.12702675	
MYL4	na	0.12684502	
MDH1	na	0.12619866	
CELF1	na	0.12615636	
LARP4	na	0.1260176	
NASP	na	0.1257658	
BMP3	na	0.12574816	
GPD2	na	0.12544629	
AFF3	na	0.12525567	
MTX1	na	0.12521927	
PPP1R7	na	0.12505136	
COX5B	na	0.12478394	
DAG1	na	0.12470919	
STT3A	na	0.12466214	
MOXD1	na	0.12443072	
EIF4EBP2	na	0.1242445	
EZR	na	0.123986185	
ADNP2	na	0.12386642	
CYP4F12	na	0.12385068	
STRN3	na	0.12384825	
SRGAP2	na	0.1234774	
PSMB6	na	0.123301685	
ZBTB25	na	0.12325153	
SERPINB8	na	0.12309217	
ZBED4	na	0.12305321	
EIF3I	na	0.123041056	
NAT1	na	0.12294417	
CAND2	na	0.12277534	
GPLD1	na	0.122550376	
AJAP1	na	0.122491434	
SYNGR1	na	0.122477934	
WTAP	na	0.122457825	
CAPRIN1	na	0.12242926	
DDX52	na	0.12240252	
NEDD4L	na	0.122295074	
CALU	na	0.122247934	
POLR2J	na	0.12211518	
CSTF3	na	0.12199788	
COX7A2L	na	0.12199592	
IL1R2	na	0.12195657	
ASH2L	na	0.12190772	
MMP15	na	0.12170008	
RFK	na	0.12165734	
MAPRE1	na	0.12148244	
GNG5	na	0.121444106	
HBXIP	na	0.12144235	
CLSTN1	na	0.12135306	
U2AF2	na	0.12102967	
FUBP1	na	0.12100679	
FMO4	na	0.12080761	
OGDH	na	0.12043213	
GIPR	na	0.120391004	
ALCAM	na	0.12028708	
OAZ2	na	0.12021065	
NAP1L4	na	0.1200942	
BCAT2	na	0.11997933	
ACAP2	na	0.11990474	
DHRS1	na	0.119776055	
DARC	na	0.11971949	
S100A1	na	0.11959925	
HNRNPM	na	0.1191534	
RARRES1	na	0.11912793	
ALAS1	na	0.11905471	
HNRNPD	na	0.118604995	
PAM	na	0.11859044	
TMEM11	na	0.118190005	
TTBK2	na	0.118063055	
CCT5	na	0.11800988	
CITED2	na	0.1179598	
RBMX2	na	0.117509365	
EHD1	na	0.11749685	
CCL20	na	0.11746023	
DMTF1	na	0.117244564	
MARCKSL1	na	0.11723685	
LRP5	na	0.117107674	
NUFIP1	na	0.11708224	
VHL	na	0.11705298	
XPO1	na	0.11703217	
GTF2H5	na	0.11686724	
PPP1CC	na	0.11683869	
HTT	na	0.116765104	
SRSF10	na	0.11657273	
RBPMS	na	0.116486475	
WRN	na	0.116319954	
TUBGCP3	na	0.11631734	
NUS1	na	0.11625205	
LOC100292444	na	0.11605267	
ME2	na	0.11591707	
CBX1	na	0.11591567	
NUAK1	na	0.11578692	
FGF2	na	0.11565382	
PSMB1	na	0.11558433	
PKM2	na	0.11557635	
SNRNP27	na	0.11529014	
ATXN10	na	0.11524195	
GCLC	na	0.11486797	
TP63	na	0.11475242	
ARFGEF2	na	0.114563785	
ATP5I	na	0.11449599	
CDC34	na	0.11437777	
PSMC6	na	0.114374556	
CIAPIN1	na	0.11434659	
HMGB1	na	0.11432422	
FAM171A1	na	0.11432121	
GAST	na	0.11416245	
TFAM	na	0.11410636	
TXN	na	0.11385013	
U2AF1	na	0.11382083	
NFAT5	na	0.11367011	
LCK	na	0.11364668	
RAB11B	na	0.11328353	
LARS2	na	0.11316761	
YWHAQ	na	0.11312284	
PCGF2	na	0.11298885	
TIAL1	na	0.112837255	
COPS5	na	0.11256044	
CEP135	na	0.11240346	
CLEC3B	na	0.11235807	
SDHC	na	0.11233079	
SCO2	na	0.11220184	
PRDX1	na	0.11205808	
ATP5H	na	0.111772195	
POLR2G	na	0.11166921	
MX1	na	0.11151977	
UQCRC1	na	0.11151537	
MTMR6	na	0.111486934	
SYCP2	na	0.111427225	
CENPC1	na	0.11132236	
DDX3Y	na	0.11118653	
CKAP4	na	0.111116916	
SPECC1L	na	0.11095458	
CAPN7	na	0.11092098	
AIFM1	na	0.11092036	
TCEB1	na	0.110907875	
PDCD1	na	0.110770844	
PIK3R3	na	0.11043583	
HR	na	0.110390574	
GBAS	na	0.110309206	
CLCNKA	na	0.11017112	
SOX3	na	0.11013874	
GATM	na	0.11004674	
MEIS2	na	0.110013016	
IL4R	na	0.10989886	
PGD	na	0.109661385	
PCNXL2	na	0.10950578	
IL32	na	0.10937638	
MBP	na	0.109336995	
TARBP1	na	0.10856951	
CRIP1	na	0.108371474	
TIMM17A	na	0.10833052	
NDUFS3	na	0.10808397	
UBE2M	na	0.10788676	
TPST2	na	0.10768533	
DOCK4	na	0.107635275	
MAP4K1	na	0.10760068	
TMX1	na	0.10759942	
SERPINB1	na	0.107580915	
SLC1A5	na	0.1074864	
PPP2R1B	na	0.10737506	
SRRD	na	0.107286364	
MAFF	na	0.10720466	
SDHD	na	0.10715922	
NUP153	na	0.10703946	
TRIM37	na	0.10700949	
YY1	na	0.10694021	
KLF10	na	0.10693181	
CLTA	na	0.106876515	
NDUFB1	na	0.10685647	
RBBP5	na	0.10681411	
TCN2	na	0.10677047	
SREK1IP1	na	0.10667516	
BOLA2	na	0.10666028	
PTEN	na	0.10640362	
PRIM2	na	0.106332995	
STK38	na	0.10630745	
RPS12	na	0.10617856	
ALOX5AP	na	0.10617738	
NEUROD1	na	0.10604189	
KTN1	na	0.106028825	
CFHR3	na	0.10578493	
DCTN2	na	0.10578471	
CTAG2	na	0.1057142	
KIF3B	na	0.10556436	
PSMB5	na	0.10555649	
LYRM1	na	0.10534621	
VLDLR	na	0.105192654	
NTHL1	na	0.10502071	
VPS8	na	0.10495733	
UROD	na	0.10486461	
SWAP70	na	0.10477969	
MYO7A	na	0.104599826	
ARHGEF7	na	0.10445849	
PSMA3	na	0.10443286	
PPP1CA	na	0.104355685	
NDUFS5	na	0.104299374	
UBA2	na	0.104274735	
GARS	na	0.10425929	
NUP93	na	0.10422155	
HUWE1	na	0.10417668	
SLC7A1	na	0.10416192	
AHCY	na	0.10411997	
NDUFS7	na	0.10410365	
SNX4	na	0.10375699	
CFLAR	na	0.103678465	
GRIN1	na	0.10367519	
GDE1	na	0.10361587	
ATP13A3	na	0.10352273	
GLRX	na	0.103073575	
TAF11	na	0.10294692	
MBTPS2	na	0.10292932	
HNRNPA2B1	na	0.102784485	
LSR	na	0.10274738	
RANGAP1	na	0.102705985	
CD163	na	0.102023795	
MDM1	na	0.102010764	
HMGA1	na	0.10192966	
ATP6V1G2	na	0.1018086	
C1orf21	na	0.10179387	
MYH8	na	0.10164892	
TFCP2	na	0.101637	
GSPT1	na	0.101609655	
CYB5B	na	0.101470225	
DDTL	na	0.10097891	
RANBP2	na	0.10090933	
ABCB7	na	0.100750454	
CBX4	na	0.100515105	
IL9	na	0.100400865	
MVD	na	0.10030385	
IPCEF1	na	0.09967626	
SRP9	na	0.099655375	
GTF2F2	na	0.0994321	
CACNA1F	na	0.099358864	
PFKFB2	na	0.09927438	
DCAF7	na	0.0991936	
ATP5O	na	0.099111356	
SSRP1	na	0.098998345	
GCDH	na	0.09896737	
OLFML2B	na	0.09895838	
ASXL1	na	0.09892958	
AZGP1	na	0.09891522	
NDUFAF3	na	0.098804474	
TRA2B	na	0.09869936	
TIPRL	na	0.09866353	
CD3E	na	0.09855599	
CD1E	na	0.09854597	
CNOT1	na	0.09838711	
KCNN4	na	0.0983847	
PLCB4	na	0.09812735	
SUGP2	na	0.09811799	
GLMN	na	0.09766233	
MICB	na	0.097645774	
PARP3	na	0.097513594	
ARF5	na	0.097508736	
FKBP15	na	0.09732564	
TFDP2	na	0.09719947	
ADRA2C	na	0.09715331	
SERPINB9	na	0.09714128	
PCLO	na	0.09714027	
APOD	na	0.09688705	
FIBP	na	0.09678185	
TCEB2	na	0.096737035	
POLR2E	na	0.09671865	
ADCY3	na	0.09663894	
MDM4	na	0.09659828	
RAB11A	na	0.09656668	
BLOC1S1	na	0.09652591	
DHX15	na	0.096519165	
BCKDHA	na	0.09643765	
MRPL28	na	0.09641785	
TAF2	na	0.096404865	
LEFTY2	na	0.096363135	
ALOX5	na	0.0962353	
ILF2	na	0.09620269	
TUFM	na	0.09615974	
TPM1	na	0.09612652	
TNFRSF21	na	0.09601125	
TALDO1	na	0.09592948	
ABCC1	na	0.09590218	
CLINT1	na	0.095898926	
EXOSC7	na	0.09580885	
CYC1	na	0.095680065	
MEN1	na	0.09562058	
PMS2	na	0.09541896	
UPF3A	na	0.09539079	
APOM	na	0.095320955	
HNRNPR	na	0.09527459	
SLC25A3	na	0.09522264	
SLC15A1	na	0.09484594	
TM7SF2	na	0.09457425	
CYP7A1	na	0.09456067	
CXADR	na	0.09440946	
TRAPPC6A	na	0.09432526	
AMOTL2	na	0.09420499	
AKAP12	na	0.094176665	
GATC	na	0.09407782	
TMEM151B	na	0.094055705	
AXL	na	0.09403855	
SLC25A11	na	0.09402373	
APLP1	na	0.0939663	
DLG1	na	0.09383028	
IQCB1	na	0.093779325	
TUBA4A	na	0.09362805	
PDIA4	na	0.093552046	
GGCT	na	0.0934637	
B9D1	na	0.09340676	
BPY2B	na	0.09328547	
SERPINB10	na	0.093259595	
ECI1	na	0.09288058	
QSOX1	na	0.09249257	
C2	na	0.09239819	
GALK2	na	0.09226269	
LPCAT3	na	0.09220352	
LAMB1	na	0.09198875	
CALM2	na	0.09179245	
WDR18	na	0.091680735	
CLPS	na	0.09165365	
SEMA5A	na	0.09163453	
ARPC5	na	0.091518186	
CRK	na	0.091506705	
NEK3	na	0.09144746	
KLHL18	na	0.09096806	
KHSRP	na	0.09095277	
KIAA0664	na	0.09079117	
DDX1	na	0.09063509	
MAPKAPK5	na	0.090122096	
MAN1A1	na	0.09011348	
HSPBP1	na	0.089990325	
SEC13	na	0.08994092	
ZNF195	na	0.08993329	
MXRA5	na	0.08989527	
PRMT1	na	0.0898636	
CDK16	na	0.08982248	
IARS	na	0.08979026	
PIAS2	na	0.08965856	
AMD1	na	0.08965121	
SNRNP40	na	0.089633726	
IMPA1	na	0.08956367	
PAPOLA	na	0.08933314	
ZFX	na	0.08932771	
UBE2N	na	0.08927886	
RAD50	na	0.08925429	
IL7R	na	0.08921055	
GHITM	na	0.08915963	
C1QBP	na	0.0891316	
EIF4H	na	0.08896507	
MAZ	na	0.0888711	
RECQL4	na	0.0888371	
CDC42EP1	na	0.08868031	
POLD2	na	0.088538915	
LDHA	na	0.08853786	
MUT	na	0.08846739	
